source_url,source_slug,source_page_type,source_word_count,target_url,target_role,cluster,anchor_text,context_snippet,notes
https://www.companydebt.com/liquidation/can-directors-pay-themselves-before-liquidation/,can-directors-pay-themselves-before-liquidation,informational,3821,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,creditors' voluntary liquidation,"le reserves, you should assume those payments will be challenged if the company goes into [[creditors' voluntary liquidation]] or compulsory winding-up. We routine",
https://www.companydebt.com/liquidation/what-happens-if-a-director-transfers-assets-before-insolvency/,what-happens-if-a-director-transfers-assets-before-insolvency,informational,1941,/advice/overdrawn-directors-loan-accounts/,spoke,Director Risk,overdrawn director's loan account,Repaying your own [[overdrawn director's loan account]] Paying a family member's invoice ahead of trade creditors Settling a de,
https://www.companydebt.com/liquidation/what-happens-if-a-director-transfers-assets-before-insolvency/,what-happens-if-a-director-transfers-assets-before-insolvency,informational,1941,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,CVL,"s value. A third pays off their personal loan account from company funds weeks before the [[CVL]]. Each of these is a transaction the liquidator will trace, challenge, and in most",
https://www.companydebt.com/liquidation/can-a-director-be-sued-personally-by-creditors/,can-a-director-be-sued-personally-by-creditors,informational,3385,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,CVL,"Consider the formal options while you still have time. A CVA, administration, or [[CVL]] entered voluntarily gives you more control than waiting for a creditor to petition and co",
https://www.companydebt.com/liquidation/can-a-director-be-sued-personally-by-creditors/,can-a-director-be-sued-personally-by-creditors,informational,3385,/advice/overdrawn-directors-loan-accounts/,spoke,Director Risk,Overdrawn director's loan account,"regardless of liquidation [[Overdrawn director's loan account]]: £25,000 → the liquidator demands repayment as a debt owed to the company <",
https://www.companydebt.com/liquidation/what-happens-if-a-director-hides-company-assets/,what-happens-if-a-director-hides-company-assets,informational,2347,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,CVL,ph --> Directors commonly believe that transferring assets several months before the [[CVL]] commences puts those transactions out of reach. It does not. The two-year lookback for tr,
https://www.companydebt.com/liquidation/what-happens-if-i-stop-paying-company-debts/,what-happens-if-i-stop-paying-company-debts,informational,2319,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,voluntary liquidation,"reditors-voluntary-liquidation/"">CVL; retain control of the route, the timing, and in [[voluntary liquidation]], the choice of practitioner. Di",
https://www.companydebt.com/liquidation/what-happens-if-i-stop-paying-company-debts/,what-happens-if-i-stop-paying-company-debts,informational,2319,/winding-up-petitions/,spoke,Closure & Liquidation,Winding-up petition,"ccount freezes. Weeks 12-24: [[Winding-up petition]]. If a statutory demand expires unpaid or a judgement debt remains unsatisfied, t",
https://www.companydebt.com/hmrc/pay-hmrc-or-suppliers-first/,pay-hmrc-or-suppliers-first,informational,1978,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,CVL,"istress, we can act as the licensed Insolvency Practitioner for a CVA, Administration, or [[CVL]] under separate engagement. The 0800 number is a free confidential consultation. <!--",
https://www.companydebt.com/liquidation/seek-insolvency-advice-before-missing-payments/,seek-insolvency-advice-before-missing-payments,informational,1862,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,Creditors' Voluntary Liquidation,on; court protection while the business is restructured or sold [[Creditors' Voluntary Liquidation]]; orderly closure if the business is not viable <!-,
https://www.companydebt.com/liquidation/seek-insolvency-advice-before-missing-payments/,seek-insolvency-advice-before-missing-payments,informational,1862,/winding-up-petitions/,spoke,Closure & Liquidation,winding-up petition,tatutory demand is not a bluff. It is the start of an enforcement sequence that ends at a [[winding-up petition]]. Your accountant has raised concerns. If the person who sees yo,
https://www.companydebt.com/liquidation/seek-insolvency-advice-before-missing-payments/,seek-insolvency-advice-before-missing-payments,informational,1862,/hmrc/problems-paying-corporation-tax-hmrc/,spoke,HMRC,Corporation Tax arrears,"ence of insolvency. HMRC debts are accumulating. PAYE, VAT, and [[Corporation Tax arrears]] compound quickly. HMRC is the most common creditor to petition for compulsory liquidation",
https://www.companydebt.com/liquidation/when-should-a-director-stop-trading/,when-should-a-director-stop-trading,informational,2436,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,CVL,"to family members, or remove property from company premises. Initiate a [[CVL]] if advised to do so. A voluntary liquidation demonstrates that you recognised th",
https://www.companydebt.com/liquidation/when-should-a-director-stop-trading/,when-should-a-director-stop-trading,informational,2436,/winding-up-petitions/,spoke,Closure & Liquidation,winding-up petition,"letters to legal action, the informal phase is over. A statutory demand is 21 days from a [[winding-up petition]]. A county court judgement gives the creditor enforcement powers immediately. <st",
https://www.companydebt.com/liquidation/should-i-close-my-company-or-try-to-save-it/,should-i-close-my-company-or-try-to-save-it,informational,2354,/advice/overdrawn-directors-loan-accounts/,spoke,Director Risk,overdrawn director's loan account,"house is only at risk if you gave a personal guarantee secured against it, if you have an [[overdrawn director's loan account]] the liquidator is pursuing, or if a court orders a personal contribution through a wrongf",
https://www.companydebt.com/liquidation/insolvency-myths-debunked/,insolvency-myths-debunked,informational,1743,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,CVL,ation application from HMRC. The legal costs of defending the restoration exceeded what a [[CVL]] would have cost in the first place. The £10 strike-off fee was the most expensive saving,
https://www.companydebt.com/liquidation/insolvency-vs-bankruptcy/,insolvency-vs-bankruptcy,informational,1433,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,CVL,"- wp:paragraph --> The routes available to you are all corporate insolvency processes: [[CVL]], MVL (if solvent), CVA, administration, or <a href=""/liquidation/compulsory-liquidation/""",
https://www.companydebt.com/liquidation/insolvency-vs-bankruptcy/,insolvency-vs-bankruptcy,informational,1433,/advice/overdrawn-directors-loan-accounts/,spoke,Director Risk,overdrawn director's loan account,"you insolvent. Its debts are not your debts unless you gave personal guarantees, have an [[overdrawn director's loan account]], or face a wrongful trading contribution order. <!-- wp:parag",
https://www.companydebt.com/liquidation/list-of-liquidation-documents/,list-of-liquidation-documents,informational,2169,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,CVL,"incorporation, and any security documents (charges, guarantees, debentures). For a [[CVL]], you must also prepare a formal statement of affairs. For compulsory liquidation, the Off",
https://www.companydebt.com/liquidation/company-strike-off-and-dissolution/directors-responsibilities-after-a-company-is-struck-off/,directors-responsibilities-after-a-company-is-struck-off,informational,2749,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,Creditors' Voluntary Liquidation,"ing back-tax stack made the restored company instantly insolvent, forcing it into a fresh [[Creditors' Voluntary Liquidation]] with the original director in the hot seat for the new investigation. <!-- /wp:paragr",
https://www.companydebt.com/liquidation/insolvency-checklist/,insolvency-checklist,informational,2573,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,CVL,"key creditor pressure) Alternatives considered (refinance, CVA, administration, [[CVL]], continuing trade) Professional advice received (accountant, tax adviser, IP, la",
https://www.companydebt.com/liquidation/uk-insolvency-flowchart/,uk-insolvency-flowchart,informational,1590,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,CVL,ths) but only works for companies with no debts or assets. An MVL takes 6 to 12 months. A [[CVL]] takes 12 to 18 months. Compulsory liq,
https://www.companydebt.com/liquidation/uk-insolvency-flowchart/,uk-insolvency-flowchart,informational,1590,/liquidation/how-much-does-liquidation-cost/,spoke,Closure & Liquidation,liquidation costs,route. Do not use strike-off to avoid [[liquidation costs]] if creditors exist. The debts survive dissolution and creditors can restore the company.<,
https://www.companydebt.com/liquidation/uk-insolvency-glossary/,uk-insolvency-glossary,informational,2219,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,Creditors' Voluntary Liquidation,company entered liquidation. [[Creditors' Voluntary Liquidation]] (CVL). The standard route for closing an insolvent company voluntarily. You init,
https://www.companydebt.com/liquidation/uk-insolvency-glossary/,uk-insolvency-glossary,informational,2219,/winding-up-petitions/,spoke,Closure & Liquidation,winding-up petition,"for payment of a debt over £750. If unsatisfied after 21 days, it provides grounds for a [[winding-up petition]]. Transaction at undervalue.<",
https://www.companydebt.com/liquidation/director-conduct-review/,director-conduct-review,informational,3077,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,creditors' voluntary liquidation,", honest records, and full cooperation with the liquidator from day one. See our guide to [[creditors' voluntary liquidation]] for the full CVL process. Directors",
https://www.companydebt.com/liquidation/business-bank-account-in-liquidation/,business-bank-account-in-liquidation,informational,3247,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,Creditors' Voluntary Liquidation,"quidation following a petition. In a [[Creditors' Voluntary Liquidation]], the equivalent principle is that the liquidator has control of all company assets from t",
https://www.companydebt.com/liquidation/business-bank-account-in-liquidation/,business-bank-account-in-liquidation,informational,3247,/winding-up-petitions/,spoke,Closure & Liquidation,winding-up petition,"uidation/business-bank-account-in-liquidation/ --> The moment a [[winding-up petition]] is advertised in the London Gazette, most banks freeze the company account within 24 hour",
https://www.companydebt.com/liquidation/can-i-choose-my-liquidator/,can-i-choose-my-liquidator,informational,2426,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,Creditors' Voluntary Liquidation,"ose your liquidator, but only if you take action before a creditor forces the issue. In a [[Creditors' Voluntary Liquidation]] (CVL) or a Members' Voluntary Liquidation (MVL), the directors and shareholders nominate",
https://www.companydebt.com/liquidation/can-i-choose-my-liquidator/,can-i-choose-my-liquidator,informational,2426,/winding-up-petitions/,spoke,Closure & Liquidation,winding-up petition,"you, the answer depends almost entirely on who moves first. Act before a creditor files a [[winding-up petition]] and you can nominate a licensed insolvency practitioner you trust. Wait until afte",
https://www.companydebt.com/liquidation/hmrc-as-a-creditor-in-liquidation/,hmrc-as-a-creditor-in-liquidation,informational,2298,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,CVL,"floating charge holders for owner-managed companies, lost recovery share. Where a typical [[CVL]] might previously have paid floating charge holders 50-80p in the pound after expenses, po",
https://www.companydebt.com/liquidation/hmrc-as-a-creditor-in-liquidation/,hmrc-as-a-creditor-in-liquidation,informational,2298,/hmrc/cant-pay-vat/,spoke,HMRC,VAT arrears,:table --> The implication for distribution: a company with £30k [[VAT arrears]] + £20k corporation tax + £15k penalties + £10k interest = £75k total HMRC debt. £30k rank,
https://www.companydebt.com/liquidation/hmrc-as-a-creditor-in-liquidation/,hmrc-as-a-creditor-in-liquidation,informational,2298,/hmrc/cant-pay-paye/,spoke,HMRC,PAYE arrears,n Act 1992 for NIC arrears Regulation 97A of the Income Tax (PAYE) Regs 2003 for [[PAYE arrears]] Finance Act 2020 Schedule 13 for broader tax avoidance/evasion/repeated insolven,
https://www.companydebt.com/company-rescue-solutions/company-voluntary-arrangement/what-happens-if-a-cva-fails-mid-term/,what-happens-if-a-cva-fails-mid-term,informational,2721,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,CVL,"advertised in the Gazette, your options narrow sharply. At that point, administration or [[CVL]] is usually the fastest way to preserve any remaining value and protect your position.",
https://www.companydebt.com/liquidation/winding-up-petition-vs-compulsory-liquidation/,winding-up-petition-vs-compulsory-liquidation,informational,2510,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,CVL,"of every director. This investigation is mandatory in compulsory liquidation, unlike in a [[CVL]] where the scope is at the liquidator's discretion. <!-- wp:pa",
https://www.companydebt.com/liquidation/winding-up-petition-vs-compulsory-liquidation/,winding-up-petition-vs-compulsory-liquidation,informational,2510,/winding-up-petitions/,spoke,Closure & Liquidation,winding-up petition,"-- wp:paragraph --> We have written this page to set out the key differences between a [[winding-up petition]] and compulsory liquidation, explain wh",
https://www.companydebt.com/company-administration/light-touch-administration/,light-touch-administration,informational,1511,/company-rescue-solutions/company-voluntary-arrangement/,spoke,Rescue & Recovery,CVA,"e best outcome is a sale of the business to a buyer who wants the directors to stay, or a [[CVA]] that returns the company to director control, keeping the directors engaged during admini",
https://www.companydebt.com/liquidation/cva-vs-strike-off-vs-liquidation/,cva-vs-strike-off-vs-liquidation,informational,2636,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,Creditors' Voluntary Liquidation,". If the company is insolvent and there is no realistic prospect of trading out, a [[Creditors' Voluntary Liquidation]] is almost always the cleanest exit. Mixing these up is the single most expensive mistake",
https://www.companydebt.com/liquidation/cva-vs-strike-off-vs-liquidation/,cva-vs-strike-off-vs-liquidation,informational,2636,/winding-up-petitions/,spoke,Closure & Liquidation,winding-up petition,"viable or because creditors are unlikely to approve), or when a creditor is threatening a [[winding-up petition]] and the director wants to retain control of the process by entering a voluntary liquidati",
https://www.companydebt.com/liquidation/cva-vs-strike-off-vs-liquidation/,cva-vs-strike-off-vs-liquidation,informational,2636,/liquidation/how-much-does-liquidation-cost/,spoke,Closure & Liquidation,liquidation costs,"r a compulsory winding-up forced by a creditor. The CVA fees are lost, and the subsequent [[liquidation costs]] are added on top. Industry data shows 30-40% of CVAs fail within two years. We run stress",
https://www.companydebt.com/liquidation/cva-vs-strike-off-vs-liquidation/,cva-vs-strike-off-vs-liquidation,informational,2636,/advice/directors-personal-guarantees/,spoke,Director Risk,Personal guarantees,", the Insolvency Service can investigate retrospectively, and HMRC can pursue unpaid tax. [[Personal guarantees]] survive. Bona vacantia risk on any remaining assets. <!-- wp",
https://www.companydebt.com/company-administration/company-voluntary-arrangement-vs-administration-which-to-choose/,company-voluntary-arrangement-vs-administration-which-to-choose,informational,1606,/winding-up-petitions/,spoke,Closure & Liquidation,winding-up petition,ation when: A [[winding-up petition]] has been filed or is imminent and you need to stop it The business has significa,
https://www.companydebt.com/company-administration/company-voluntary-arrangement-vs-administration-which-to-choose/,company-voluntary-arrangement-vs-administration-which-to-choose,informational,1606,/liquidation/how-much-does-liquidation-cost/,spoke,Closure & Liquidation,liquidation costs,"ils and you end up in liquidation anyway, having paid the CVA fees on top of the eventual [[liquidation costs]]. Company Vol",
https://www.companydebt.com/liquidation/liquidating-a-group-company-or-holding-company-in-the-uk/,liquidating-a-group-company-or-holding-company-in-the-uk,informational,2682,/winding-up-petitions/,spoke,Closure & Liquidation,winding-up petition,"bout your group's position now is worth far more than a reactive response after the first [[winding-up petition]] arrives. <!-- wp:ub/call-to-action-block {""blockID"":""a1b2c3d4",
https://www.companydebt.com/liquidation/can-you-liquidate-to-avoid-paying-suppliers/,can-you-liquidate-to-avoid-paying-suppliers,informational,2582,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,Creditors' Voluntary Liquidation,"y Insolvent Companies, Not a Strategy to Evade Payment A [[Creditors' Voluntary Liquidation]] is the statutory route for directors of genuinely insolvent companies who want to close c",
https://www.companydebt.com/liquidation/can-you-liquidate-to-avoid-paying-suppliers/,can-you-liquidate-to-avoid-paying-suppliers,informational,2582,/winding-up-petitions/,spoke,Closure & Liquidation,winding-up petition,"tory demand under Section 123(1)(a) of the Insolvency Act 1986 and, 21 days later, file a [[winding-up petition]]. They can pursue judgment in the Cou",
https://www.companydebt.com/liquidation/can-i-liquidate-a-dormant-company/,can-i-liquidate-a-dormant-company,informational,2837,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,CVL,:paragraph --> A dormant company with an unpaid HMRC liability from three years ago is [[CVL]] territory regardless of how dormant it has been since. <!-- wp,
https://www.companydebt.com/liquidation/can-i-liquidate-a-dormant-company/,can-i-liquidate-a-dormant-company,informational,2837,/hmrc/cant-pay-paye/,spoke,HMRC,PAYE arrears,"aid HMRC liabilities from the final trading period (typical: £5,000-£50,000 in CT + VAT + [[PAYE arrears]]) Trade supplier balances that were never paid + are within limitation L",
https://www.companydebt.com/liquidation/liquidating-a-company-with-no-assets-or-bank-account-uk/,liquidating-a-company-with-no-assets-or-bank-account-uk,informational,2758,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,Creditors' Voluntary Liquidation,"ing"">CVL With No Assets: How It Works [[Creditors' Voluntary Liquidation]] under s.84 IA 1986 is the standard route for insolvent SMEs. The process for a no-asset c",
https://www.companydebt.com/liquidation/can-i-liquidate-my-company-with-a-bounce-back-loan/,can-i-liquidate-my-company-with-a-bounce-back-loan,informational,3060,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,Creditors' Voluntary Liquidation,procedure on your own terms before HMRC or another creditor forces your hand. A well-run [[Creditors' Voluntary Liquidation]] with a clean BBL profile is rarely a problem. A delayed process with messy records is.</p,
https://www.companydebt.com/liquidation/voluntary-liquidation/,voluntary-liquidation,informational,2552,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,CVL,"f=""/liquidation/creditors-voluntary-liquidation/"">a Creditors' Voluntary Liquidation ([[CVL]]) for insolvent ones. We find that most directors who search for ""voluntary liquidation"" a",
https://www.companydebt.com/liquidation/voluntary-liquidation/,voluntary-liquidation,informational,2552,/winding-up-petitions/,spoke,Closure & Liquidation,winding-up petition,"you are choosing between creditors each month, if HMRC is escalating enforcement, or if a [[winding-up petition]] is threatened, a CVL is almost certainly the right step. Acting before a creditor petitio",
https://www.companydebt.com/liquidation/paying-staff-but-not-hmrc-before-liquidation/,paying-staff-but-not-hmrc-before-liquidation,informational,2215,/winding-up-petitions/,spoke,Closure & Liquidation,winding-up petition,"ll wait. HMRC has extensive enforcement powers, including the ability to issue a [[winding-up petition]] for debts over £750. If you are not paying HMRC, they may force the issue before you are",
https://www.companydebt.com/liquidation/paying-staff-but-not-hmrc-before-liquidation/,paying-staff-but-not-hmrc-before-liquidation,informational,2215,/hmrc/cant-pay-vat/,spoke,HMRC,VAT arrears,Tax and employer NICs remain unsecured. Paying staff wages (unsecured) ahead of PAYE and [[VAT arrears]] (HMRC preferential) is a stronger preference claim than paying one unsecured creditor ahe,
https://www.companydebt.com/liquidation/redundancy-payments-for-directors-in-an-mvl/,redundancy-payments-for-directors-in-an-mvl,informational,2607,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,voluntary liquidation,"mpany through an MVL (a form of [[voluntary liquidation]]), you may be entitled to a statutory redundancy payment as a director-employee. Most dire",
https://www.companydebt.com/liquidation/what-happens-if-a-director-resigns-before-liquidation/,what-happens-if-a-director-resigns-before-liquidation,informational,2384,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,CVL,rt will note the timing of your resignation. A director who resigned two weeks before the [[CVL]] was initiated raises more questions than a director who stayed and cooperated with the pr,
https://www.companydebt.com/liquidation/liquidating-a-charity-or-non-profit/,liquidating-a-charity-or-non-profit,informational,3330,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,creditors' voluntary liquidation,"> For a charitable company limited by guarantee, the most common insolvency route is a [[creditors' voluntary liquidation]]. The process follows the same legal framework as a standard CVL: <!-- /wp:paragraph -",
https://www.companydebt.com/liquidation/liquidating-a-charity-or-non-profit/,liquidating-a-charity-or-non-profit,informational,3330,/liquidation/,hub,Closure & Liquidation,company liquidation,"ed regulations, with the Charity Commission playing a more direct role than in a standard [[company liquidation]]. If you are a trustee of an unincorporated charity that is insolvent, take legal advice i",
https://www.companydebt.com/liquidation/liquidating-a-limited-liability-partnership/,liquidating-a-limited-liability-partnership,informational,2973,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,CVL,"--> An MVL for a straightforward LLP typically costs from £3,000 to £5,000 plus VAT. A [[CVL]] starts from around £5,000 and rises with complexity, creditor numbers, and asset realisat",
https://www.companydebt.com/liquidation/liquidating-a-limited-liability-partnership/,liquidating-a-limited-liability-partnership,informational,2973,/liquidation/how-much-does-liquidation-cost/,spoke,Closure & Liquidation,liquidation costs,"s, and asset realisations. Compulsory [[liquidation costs]] are borne by the LLP's assets, but if those are insufficient, members may face personal c",
https://www.companydebt.com/liquidation/company-restoration-after-liquidation/,company-restoration-after-liquidation,informational,2961,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,Creditors' Voluntary Liquidation,"gger than the recovered asset, the restored company ends up heading straight into a fresh [[Creditors' Voluntary Liquidation]]. Take advice before the restoration application, not after the penalties land. We",
https://www.companydebt.com/liquidation/liquidators-powers-and-duties/,liquidators-powers-and-duties,informational,2751,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,Creditors' Voluntary Liquidation,"tor and How It Affects Directors In a [[Creditors' Voluntary Liquidation]], the directors typically nominate a liquidator, but creditors can replace that nomination",
https://www.companydebt.com/liquidation/liquidators-powers-and-duties/,liquidators-powers-and-duties,informational,2751,/advice/overdrawn-directors-loan-accounts/,spoke,Director Risk,overdrawn directors' loan accounts,"connected parties.Recover assets and money: demand repayment of [[overdrawn directors' loan accounts]], claw back preferential payments within two years, and disclaim onerous leases or contrac",
https://www.companydebt.com/liquidation/how-to-challenge-a-liquidators-decisions-or-fees/,how-to-challenge-a-liquidators-decisions-or-fees,informational,3012,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,CVL,"ations. In a [[CVL]], fees are approved by the creditors' committee if one exists, or by a resolution of credi",
https://www.companydebt.com/liquidation/creditor-meetings-in-liquidation/,creditor-meetings-in-liquidation,informational,2691,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,creditors' voluntary liquidation,"s usually a positive signal, not a threat. For the broader CVL mechanics see our guide to [[creditors' voluntary liquidation]]. <div class",
https://www.companydebt.com/liquidation/how-to-prove-your-debt-in-company-liquidation/,how-to-prove-your-debt-in-company-liquidation,informational,1790,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,CVL,". This should be the amount owed at the date of the winding-up resolution (for a [[CVL]]) or the date of the winding-up order (for compulsory), including any contractual interest",
https://www.companydebt.com/liquidation/company-vehicles-and-equipment-in-liquidation/,company-vehicles-and-equipment-in-liquidation,informational,3096,/liquidation/creditors-voluntary-liquidation/,spoke,Closure & Liquidation,voluntary liquidation,is void under section 127 (for compulsory liquidation) or unlawful under section 91 (for [[voluntary liquidation]]). The liquidator can reverse it and,
https://www.companydebt.com/liquidation/company-vehicles-and-equipment-in-liquidation/,company-vehicles-and-equipment-in-liquidation,informational,3096,/hmrc/cant-pay-vat/,spoke,HMRC,VAT arrears,"anything personally. The only time VAT becomes a director issue is if the company was in [[VAT arrears]] at the point of liquidation, in which case HMRC's preferential claim under the Finance Ac",
