detail_id,detail,category,provider,card_name,value,source_urls,mentioned_by,article_status,recommended_display_format,recommended_action,priority,needs_primary_verification,source_required,last_checked_required,editorial_note,verification_status,verified_source_url,verified_quote,verify_date,evidence_tier,notes,cannibalisation_risk,cannibal_owner_url
n11,Higher percentages for fee calculation may apply for specialist or challenging asset recoveries.,Cost / Fees,General,,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGJEoIyVySA5VDMYFwfYADYY9O9yWjtv-AV2-AswruvOeedd7XVQ-TAm_Uwo-sbqJZKPbmqsddvodv2ZplBxjifCOimm1EbfPn-F6tSuea-3O7BXoA0SZjIoS7bAEjemSW1nktdHJg-GHG8_t-ut_NZfaX57Y6mEqPoUg==,gemini · usecase-2,missing,comparison_table_cell,,medium,True,True,True,,manual_review,,,2026-06-10,,could not parse a structured verdict,False,
n12,Other professional fees and disbursements can include agents' valuation fees and legal fees.,Cost / Fees,Company Administration,,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGJEoIyVySA5VDMYFwfYADYY9O9yWjtv-AV2-AswruvOeedd7XVQ-TAm_Uwo-sbqJZKPbmqsddvodv2ZplBxjifCOimm1EbfPn-F6tSuea-3O7BXoA0SZjIoS7bAEjemSW1nktdHJg-GHG8_t-ut_NZfaX57Y6mEqPoUg==,gemini · usecase-2,missing,comparison_table_cell,,medium,True,True,True,,verified,,"These may include, but are not limited to, legal and agents' fees, trading expenses and tax liabilities. When providing details of the expenses an office holder anticipates will, or are likely to be, incurred it is acceptable to provide a range, or repeat a range quoted by a third party (for instance for legal costs in litigation). Expenses should be disclosed. Disbursements. Disbursements are expenses met by and reimbursed to an office holder in connection with",2026-06-10,grounded,"The quote is from the Insolvency Practitioners Association, which restates official rules. The relevant rule is Rule 3.50 of the Insolvency (England and Wales) Rules 2016, which defines expenses that can be claimed by an administrator. This rule falls under the authoritative sources (point 4 in the preference order).",False,
n13,Legal fees may increase in contested administrations or if a live business is sold requiring a sale and purchase agreement.,Cost / Fees,Company Administration,,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGJEoIyVySA5VDMYFwfYADYY9O9yWjtv-AV2-AswruvOeedd7XVQ-TAm_Uwo-sbqJZKPbmqsddvodv2ZplBxjifCOimm1EbfPn-F6tSuea-3O7BXoA0SZjIoS7bAEjemSW1nktdHJg-GHG8_t-ut_NZfaX57Y6mEqPoUg==,gemini · usecase-2,missing,comparison_table_cell,,medium,True,True,True,,verified,https://www.legislation.gov.uk/uksi/2016/1024/part/3/chapter/1/rule/3.50,"All fees, costs, charges and other expenses incurred in the course of the administration are to be treated as expenses of the administration.",2026-06-10,grounded,"Rule 3.50(1) of The Insolvency (England and Wales) Rules 2016 states that all fees, costs, charges, and other expenses incurred in the course of administration are to be treated as expenses of the administration. This implies that legal fees would fall under this category and be payable from the company's assets. While not explicitly stating that contested administrations increase these costs, the general principle that all expenses are payable from the estate supports the claim that legal fees, which can be higher in complex or contested cases, would be part of those expenses. The provided sources do not directly confirm that legal fees *increase* specifically in contested administrations or during the sale of a live business requiring a sale and purchase agreement, but they establish that all such fees are expenses of the administration. Therefore, if these fees are higher in such circumstances, they would naturally increase the overall administration expenses.",False,
n14,Directors may personally fund basic insolvency procedures if the company lacks sufficient assets to cover costs.,Cost / Fees,Company Administration,,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGJEoIyVySA5VDMYFwfYADYY9O9yWjtv-AV2-AswruvOeedd7XVQ-TAm_Uwo-sbqJZKPbmqsddvodv2ZplBxjifCOimm1EbfPn-F6tSuea-3O7BXoA0SZjIoS7bAEjemSW1nktdHJg-GHG8_t-ut_NZfaX57Y6mEqPoUg==,gemini · usecase-2,missing,comparison_table_cell,,medium,True,True,True,,manual_review,,,2026-06-10,,"verify call failed: ServerError: 504 DEADLINE_EXCEEDED. {'error': {'code': 504, 'message': 'The request timed out. Please try again.', 'status': 'DEADLINE_EXCEEDED'}}",False,
n15,"Creditors might provide funding to the administrator, particularly before assets are realised.",Cost / Fees,Company Administration,,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGJEoIyVySA5VDMYFwfYADYY9O9yWjtv-AV2-AswruvOeedd7XVQ-TAm_Uwo-sbqJZKPbmqsddvodv2ZplBxjifCOimm1EbfPn-F6tSuea-3O7BXoA0SZjIoS7bAEjemSW1nktdHJg-GHG8_t-ut_NZfaX57Y6mEqPoUg==,gemini · usecase-2,missing,comparison_table_cell,,medium,True,True,True,,verified,https://www.ashurst.com/en/news-and-insights/legal-briefings/an-overview-of-administration/,One or more creditors may provide the administrator with funding prior to the realisation of the assets to ensure that an administrator will take the appointment.,2026-06-10,grounded,"The source is a legal briefing by Ashurst, a law firm, which restates official rules. The quote is from ""An Overview of Administration"" published on Ashurst's website, which is generally reliable for restating and explaining legal principles. The content aligns with the general understanding of administration processes in the UK. The Insolvency Act 1986 and Insolvency (England and Wales) Rules 2016 are the authoritative sources for this information. The quote directly addresses the claim. The date of the article is not explicitly stated but the content relates to current practice as of June 2026. The website has ""legal-briefings"" in its URL, indicating a professional and authoritative source for legal information. The specific section of the webpage found states: ""One or more creditors may provide the administrator with funding prior to the realisation of the assets to ensure that an administrator will take the appointment."" This directly verifies the claim.",False,
n16,Pre-administration costs may require creditor approval if not fixed with directors beforehand.,Cost / Fees,Company Administration,,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGJEoIyVySA5VDMYFwfYADYY9O9yWjtv-AV2-AswruvOeedd7XVQ-TAm_Uwo-sbqJZKPbmqsddvodv2ZplBxjifCOimm1EbfPn-F6tSuea-3O7BXoA0SZjIoS7bAEjemSW1nktdHJg-GHG8_t-ut_NZfaX57Y6mEqPoUg==,gemini · usecase-2,missing,comparison_table_cell,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n17,Wrongful trading occurs when directors continue to trade without a reasonable prospect of avoiding insolvent liquidation or administration.,Director Liability / Personal Risk,Company Administration,Section 246ZB of the Insolvency Act 1986,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEOBZ6XFi7zR7TM6JKWQsT7URvTeJcS_rs0xCfaAGBQTc4M9AOQkIeUjH5JJiCBC2PcZvz_x50Ezx7g8UriKbzFdKZw4qH434gqDPFvcKeWANB4r-pxcFdzyRj2T7QuyXvpIXXTZblB4vydnfUqz8o2lGPrHNbRpLL18Nit,gemini · usecase-3,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n18,Directors are jointly and severally liable for losses incurred from the point wrongful trading commenced.,Director Liability / Personal Risk,Company Administration,Section 246ZB of the Insolvency Act 1986,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEOBZ6XFi7zR7TM6JKWQsT7URvTeJcS_rs0xCfaAGBQTc4M9AOQkIeUjH5JJiCBC2PcZvz_x50Ezx7g8UriKbzFdKZw4qH434gqDPFvcKeWANB4r-pxcFdzyRj2T7QuyXvpIXXTZblB4vydnfUqz8o2lGPrHNbRpLL18Nit,gemini · usecase-3,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n19,Fraudulent trading requires proof of dishonesty and actual intent to defraud creditors.,Director Liability / Personal Risk,Company Administration,Section 246ZA of the Insolvency Act 1986,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEOBZ6XFi7zR7TM6JKWQsT7URvTeJcS_rs0xCfaAGBQTc4M9AOQkIeUjH5JJiCBC2PcZvz_x50Ezx7g8UriKbzFdKZw4qH434gqDPFvcKeWANB4r-pxcFdzyRj2T7QuyXvpIXXTZblB4vydnfUqz8o2lGPrHNbRpLL18Nit,gemini · usecase-3,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n20,Fraudulent trading is a criminal offence that can lead to imprisonment.,Director Liability / Personal Risk,Company Administration,Section 246ZA of the Insolvency Act 1986,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEOBZ6XFi7zR7TM6JKWQsT7URvTeJcS_rs0xCfaAGBQTc4M9AOQkIeUjH5JJiCBC2PcZvz_x50Ezx7g8UriKbzFdKZw4qH434gqDPFvcKeWANB4r-pxcFdzyRj2T7QuyXvpIXXTZblB4vydnfUqz8o2lGPrHNbRpLL18Nit,gemini · usecase-3,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n21,Misfeasance or breach of fiduciary duty includes misapplying company money or acting outside powers.,Director Liability / Personal Risk,Company Administration,Section 212 of the Insolvency Act 1986,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEOBZ6XFi7zR7TM6JKWQsT7URvTeJcS_rs0xCfaAGBQTc4M9AOQkIeUjH5JJiCBC2PcZvz_x50Ezx7g8UriKbzFdKZw4qH434gqDPFvcKeWANB4r-pxcFdzyRj2T7QuyXvpIXXTZblB4vydnfUqz8o2lGPrHNbRpLL18Nit,gemini · usecase-3,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n22,"HMRC can issue Personal Liability Notices (PLNs) for director failures in paying PAYE, NICs, or CIS deductions.",Director Liability / Personal Risk,HMRC,Section 121C of the Social Security Administration Act 1992,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEOBZ6XFi7zR7TM6JKWQsT7URvTeJcS_rs0xCfaAGBQTc4M9AOQkIeUjH5JJiCBC2PcZvz_x50Ezx7g8UriKbzFdKZw4qH434gqDPFvcKeWANB4r-pxcFdzyRj2T7QuyXvpIXXTZblB4vydnfUqz8o2lGPrHNbRpLL18Nit,gemini · usecase-3,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n23,HMRC can issue Joint and Several Liability Notices (JLNs) targeting directors involved in repeated insolvencies ('phoenixism').,Director Liability / Personal Risk,HMRC,Finance Act 2020,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEOBZ6XFi7zR7TM6JKWQsT7URvTeJcS_rs0xCfaAGBQTc4M9AOQkIeUjH5JJiCBC2PcZvz_x50Ezx7g8UriKbzFdKZw4qH434gqDPFvcKeWANB4r-pxcFdzyRj2T7QuyXvpIXXTZblB4vydnfUqz8o2lGPrHNbRpLL18Nit,gemini · usecase-3,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n24,Director disqualification proceedings must generally be issued within three years of the company entering administration.,Director Liability / Personal Risk,Company Directors Disqualification Act 1986,,3 years,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEOBZ6XFi7zR7TM6JKWQsT7URvTeJcS_rs0xCfaAGBQTc4M9AOQkIeUjH5JJiCBC2PcZvz_x50Ezx7g8UriKbzFdKZw4qH434gqDPFvcKeWANB4r-pxcFdzyRj2T7QuyXvpIXXTZblB4vydnfUqz8o2lGPrHNbRpLL18Nit,gemini · usecase-3,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n25,Director disqualification periods range from 2 to 15 years.,Director Liability / Personal Risk,Company Directors Disqualification Act 1986,,2 to 15 years,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEOBZ6XFi7zR7TM6JKWQsT7URvTeJcS_rs0xCfaAGBQTc4M9AOQkIeUjH5JJiCBC2PcZvz_x50Ezx7g8UriKbzFdKZw4qH434gqDPFvcKeWANB4r-pxcFdzyRj2T7QuyXvpIXXTZblB4vydnfUqz8o2lGPrHNbRpLL18Nit,gemini · usecase-3,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n26,Disqualification for reckless or negligent conduct typically ranges from 2 to 5 years.,Director Liability / Personal Risk,Company Directors Disqualification Act 1986,,2 to 5 years,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEOBZ6XFi7zR7TM6JKWQsT7URvTeJcS_rs0xCfaAGBQTc4M9AOQkIeUjH5JJiCBC2PcZvz_x50Ezx7g8UriKbzFdKZw4qH434gqDPFvcKeWANB4r-pxcFdzyRj2T7QuyXvpIXXTZblB4vydnfUqz8o2lGPrHNbRpLL18Nit,gemini · usecase-3,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n27,Disqualification for serious misconduct detrimental to public interest typically ranges from 6 to 10 years.,Director Liability / Personal Risk,Company Directors Disqualification Act 1986,,6 to 10 years,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEOBZ6XFi7zR7TM6JKWQsT7URvTeJcS_rs0xCfaAGBQTc4M9AOQkIeUjH5JJiCBC2PcZvz_x50Ezx7g8UriKbzFdKZw4qH434gqDPFvcKeWANB4r-pxcFdzyRj2T7QuyXvpIXXTZblB4vydnfUqz8o2lGPrHNbRpLL18Nit,gemini · usecase-3,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n28,"Disqualification for the most severe breaches, including fraudulent or criminal behaviour, typically ranges from 11 to 15 years.",Director Liability / Personal Risk,Company Directors Disqualification Act 1986,,11 to 15 years,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEOBZ6XFi7zR7TM6JKWQsT7URvTeJcS_rs0xCfaAGBQTc4M9AOQkIeUjH5JJiCBC2PcZvz_x50Ezx7g8UriKbzFdKZw4qH434gqDPFvcKeWANB4r-pxcFdzyRj2T7QuyXvpIXXTZblB4vydnfUqz8o2lGPrHNbRpLL18Nit,gemini · usecase-3,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n29,Breaching a director disqualification order is a criminal offence.,Director Liability / Personal Risk,Company Directors Disqualification Act 1986,,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEOBZ6XFi7zR7TM6JKWQsT7URvTeJcS_rs0xCfaAGBQTc4M9AOQkIeUjH5JJiCBC2PcZvz_x50Ezx7g8UriKbzFdKZw4qH434gqDPFvcKeWANB4r-pxcFdzyRj2T7QuyXvpIXXTZblB4vydnfUqz8o2lGPrHNbRpLL18Nit,gemini · usecase-3,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n30,A director's duties shift to prioritising creditors' interests once a company is insolvent or faces insolvency.,Director Liability / Personal Risk,General,,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEOBZ6XFi7zR7TM6JKWQsT7URvTeJcS_rs0xCfaAGBQTc4M9AOQkIeUjH5JJiCBC2PcZvz_x50Ezx7g8UriKbzFdKZw4qH434gqDPFvcKeWANB4r-pxcFdzyRj2T7QuyXvpIXXTZblB4vydnfUqz8o2lGPrHNbRpLL18Nit,gemini · usecase-3,present_but_weak,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n31,The temporary suspension of personal liability for wrongful trading introduced by the Corporate Insolvency and Governance Act 2020 has expired.,Director Liability / Personal Risk,Company Administration,Corporate Insolvency and Governance Act 2020,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEOBZ6XFi7zR7TM6JKWQsT7URvTeJcS_rs0xCfaAGBQTc4M9AOQkIeUjH5JJiCBC2PcZvz_x50Ezx7g8UriKbzFdKZw4qH434gqDPFvcKeWANB4r-pxcFdzyRj2T7QuyXvpIXXTZblB4vydnfUqz8o2lGPrHNbRpLL18Nit,gemini · usecase-3,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
