detail_id,detail,category,provider,card_name,value,source_urls,mentioned_by,article_status,recommended_display_format,recommended_action,priority,needs_primary_verification,source_required,last_checked_required,editorial_note,verification_status,verified_source_url,verified_quote,verify_date,evidence_tier,notes,cannibalisation_risk,cannibal_owner_url
n11,Non-payment of new PAYE and VAT liabilities during the drafting period of a CVA can lead to HMRC rejecting the proposal.,Creditor / HMRC Treatment,HMRC,,,https://vertexaisearch.cloud.google.google.com/grounding-api-redirect/AUZIYQGl8GkD0AMfq_kOmZAqyI7vcgFJTJJcsZ11zbZbXMAnk7biCEdyXLRM70w_hOlP0w_Ree3m9AQYqAscLZvLnjeStyu3U-P6IX931KyuWcljBm0GMA8qTDqgaW5d9fx4ehCsvILDvf8IfzC6DVZ6XNLHQGMUJP-qlQ7FV1RYpre2pCbTXtAeKa8r0SRYQ_EDJwbS56aGX54tjEwg-sK4cml2duhFHjkXFuaMXmssEz-K,gemini · broad,missing,definition_block,,medium,True,True,True,,verified,,"During the period your CVA is being drafted, you must pay all new PAYE and VAT liabilities as they fall due. If a company stops paying current taxes, HMRC will conclude the business is fundamentally unviable and will likely reject the proposal.",2026-06-10,grounded,"This quote is from a professional insolvency firm's guidance, approved by a Licensed Insolvency Practitioner, which aligns with the authoritative source preference for 'recognised professional bodies... where they restate official rules'. HMRC's official guidance on GOV.UK also states that HMRC is likely to reject a proposal that does not make clear that future debts will be paid in full and on time, supporting the underlying principle of the claim, although not explicitly mentioning 'during the drafting period'.",False,
n12,"Upon successful completion of a CVA, the company receives a completion certificate from the supervisor.",Consequences / Aftermath,Company Voluntary Arrangement,Completion Certificate,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQESc4NV59L6xmeGqHkNs7-tUtgIdzIBQeOBS9TxJsjnCFou5L1XcEOG2d3QhPqxrZmmpoPrZYEssgBz7WZNxuVAzNemsyBoShpJcE_KAFnfRAKJDvXe4P2-tNf_9TAfDKdOwv4JFGDlFV_nwH-IQlE4y3-k9Q==|https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFTXVBrJYoOHmmTT9b2g4O58zy3iIcNId6_IWIh9IQCAZsIMpfFPszOpA2irKcReatGVp-PbyGVKFH96Eh2qmnBESIAjbjV2nVttkyJ0iF-nYEZYK6zpETldx-E-qBU15z_UDTHDc8zwV8=,gemini · broad|gemini · usecase-1,missing,key_takeaways,,medium,True,True,True,,manual_review,,,2026-06-10,,"verify call failed: ServerError: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",False,
n13,Wrongful trading is governed by Section 214 of the Insolvency Act 1986.,Legal / Regulatory,General,Section 214 Insolvency Act 1986,Section 214,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFTQcD032wfMXL2d9GVpQCI3lBlJxSF65tIPKMgrUtFbWAjRyf4V9VtkI9uPBDjQZjwvMStYc0YTHeJN8Vj074fdNs-vJrUyuXb7Y7RG8M4pBhzkhmSqXqRaY5Z-n48ENVihWdkBe7xo-HDUZnmCskjnth_jErHIKCYY5yDi3CT,gemini · risk,missing,source_note,,medium,True,True,True,,verified,https://www.legislation.gov.uk/ukpga/1986/45/section/214,"214 Wrongful trading.E+W+S. (1)Subject to subsection (3) below, if in the course of the winding up of a company it appears that subsection (2) of this section applies in relation to a person who is or has been a director of the company, the court, on the application of the liquidator, may declare that that person is to be liable to make such contribution (if any) to the company's assets as the court thinks proper.",2026-06-10,grounded,"Section 214 of the Insolvency Act 1986 explicitly governs wrongful trading. The quoted text is the beginning of the section, establishing the court's power to make a director liable for contributions to company assets in cases of wrongful trading. This legislation is currently in force.",False,
n14,"Once a company's insolvency is unavoidable, a director's duty shifts to acting in the best interests of the creditors.",Director Liability / Personal Risk,General,,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFTQcD032wfMXL2d9GVpQCI3lBlJxSF65tIPKMgrUtFbWAjRyf4V9VtkI9uPBDjQZjwvMStYc0YTHeJN8Vj074fdNs-vJrUyuXb7Y7RG8M4pBhzkhmSqXqRaY5Z-n48ENVihWdkBe7xo-HDUZnmCskjnth_jErHIKCYY5yDi3CT,gemini · risk,missing,warning_callout,,medium,True,True,True,,verified,https://www.gov.uk/government/publications/director-information-hub-director-duties-upon-insolvency,If your company becomes insolvent director's priorities shift from the shareholders to the company creditors. You must: protect any assets the company has. treat all creditors the same - you cannot prioritise one over another. make sure your company does not worsen the financial position of creditors. consult with or consider appointing an insolvency practitioner.,2026-06-10,grounded,"This shift in duty is a well-established principle in UK company law, notably supported by Section 172(3) of the Companies Act 2006 and clarified by the Supreme Court in BTI 2014 LLC v Sequana SA and others UKSC 25. The duty is engaged when directors know, or ought to know, that the company is insolvent or bordering on insolvency, or that an insolvent liquidation or administration is probable.",False,
n15,"Preferential payments (preferences) can be challenged by an insolvency practitioner, with a look-back period of two years before the onset of insolvency for connected parties and six months for unconnected parties.",Risks / Pitfalls,General,Preferential Payments,2 years; 6 months,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGF2Fc705dYLSB0eadm97HR_nzLSCCXzT2dpFR-sfpwOrjCpd9T2fpV1aTfNhw3G_f33BW-f424GfsEttuzPVCf7O_PoZOVLyMXc2rYkCPCBbdoepzpq5VLHKiZzIPuz_HCcD-pjGEiowhESFMqEVs=,gemini · risk,missing,warning_callout,,medium,True,True,True,,verified,,"If the recipient is not connected with you, the lookback is 6 months from the onset of insolvency. If the recipient is connected (a director, a spouse, a parent, a fellow group company, or a person over whom you have influence), the lookback is 2 years.",2026-06-10,grounded,"The look-back periods for preferential payments are outlined in Section 240 of the Insolvency Act 1986. For unconnected parties, the look-back period is six months before the onset of insolvency, and for connected parties, it is two years. This is consistently supported by multiple authoritative sources referencing the Insolvency Act 1986.",False,
n16,"If a director's loan account (DLA) is overdrawn and the company becomes insolvent, the balance is treated as a debt owed to the company and is repayable in full. Attempts to reclassify drawings as salary or dividends after insolvency are rarely successful unless proper board resolutions and sufficient distributable reserves were followed at the time.",Director Liability / Personal Risk,General,Director's Loan Account,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGF2Fc705dYLSB0eadm97HR_nzLSCCXzT2dpFR-sfpwOrjCpd9T2fpV1aTfNhw3G_f33BW-f424GfsEttuzPVCf7O_PoZOVLyMXc2rYkCPCBbdoepzpq5VLHKiZzIPuz_HCcD-pjGEiowhESFMqEVs=,gemini · risk,missing,warning_callout,,medium,True,True,True,,verified,https://www.gov.uk/government/publications/company-health-check-keeping-your-business-on-track/fact-sheet-directors-loan-accounts,"The money you borrow still belongs to the company and has to be paid back, even following insolvency.",2026-06-10,grounded,"The first part of the claim, that an overdrawn Director's Loan Account (DLA) balance is treated as a debt owed to the company and is repayable in full upon insolvency, is directly supported by official guidance from GOV.UK.

The second part of the claim, regarding the reclassification of drawings as salary or dividends after insolvency, is also accurate. Dividends can only be lawfully declared and paid from distributable reserves, as stipulated by the Companies Act 2006 (Sections 830 and 836). Furthermore, the declaration of dividends typically requires proper board resolutions and appropriate records to be valid. If these conditions were not met at the time the drawings were made, attempts to retrospectively reclassify them after the company has become insolvent are generally not successful. GOV.UK guidance also states that offsetting a DLA by declaring a dividend is only possible 'if sufficient funds are available'. Liquidators are duty-bound to pursue repayment of overdrawn DLAs as company assets for the benefit of creditors.",False,
n17,"A personal guarantee is a legally binding agreement that bypasses the company's limited liability protection, allowing lenders to pursue the guarantor directly, potentially leading to personal bankruptcy.",Director Liability / Personal Risk,General,Personal Guarantee,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQF0cDDm3QeKwPhV-uKL3sXKlPWY8Un7wo8rZVL0ZXHuGxmpCk5duZLk2Xr1SamoMaIozHL2ZnSCMkRikhsE2k4IggZGfM3ZOJmyx6K5OcekNBndkT7-zE1hnZO4U5UqQDlRJMKhZCPBBsNpjsDTfAtYZMuvwhx3HsO0ReVefBIw10RhGsSc-xWYN5EPKho0H5ux-SGzQeeTtyujzf2Heopf2t_JJhiK4yaJXQ==,gemini · risk,missing,warning_callout,,medium,True,True,True,,verified,,"A personal guarantee is a legally binding agreement that the director will personally repay a debt if the company fails to meet its financial obligations in relation to that debt. Providing a guarantee could expose the director's personal assets to potential claims. ... if your personal assets are insufficient to cover the debt, you may be declared bankrupt.",2026-06-10,grounded,"The claim is verified by official guidance from GOV.UK, which states that a personal guarantee is a legally binding agreement making a director personally liable for company debt, bypassing limited liability and potentially leading to personal bankruptcy if assets are insufficient.",False,
n18,"Attempting to dissolve or strike off an insolvent company to avoid paying creditors is a serious misuse of the Companies Act 2006 provisions. Creditors can object to the strike-off, and if it proceeds, the company can be restored to the register. Directors involved could face investigations, disqualification, or even personal liability if fraudulent activity is suspected.",Risks / Pitfalls,Company Dissolution / Strike-Off,,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFFpUS28-OpvEwXD-PabBVB6_XWah2R76S6eNx8GQpVpALz1tBwnAN8eSBfFaUhIP_-DUkTB6tyQ3Chcq8g2UoDhS2XxrQAhCPGaEvC9SbrPaGAoIFOVl0wSEDgkpg91egNQFjF63cIsfiXWDXk6clrHpc04hIQh7aBTDglKv2YiJiNWQXGIGr18XfWKb4sE5uH0EP_x-tyM0PpARiuHP4=,gemini · risk,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n19,"A director (or shadow director) of a company that has gone into insolvent liquidation is prohibited by Section 216 of the Insolvency Act 1986 from being involved with another company (or business) that trades under the same or a similar name for five years. Breaching this is a criminal offence, punishable by imprisonment and/or a fine, and can lead to personal liability for the new company's debts.",Director Liability / Personal Risk,General,Section 216 Insolvency Act 1986 (Phoenix Companies),5 years,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHH7Phc7Wr2BB89pvY8zYhEFeAwtoJmnXhNQBlF9ZYYY9GjLXRLFTyTZoNh11wpOcBqKuxna2D972zT5YPHp5o1z-wyZJdWBl-xTxlL_2CMRNAK4TA1lTCJjILSW0r4GvVxsT5ef0AmbpRYTJpAyA==,gemini · risk,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n20,Director disqualification is governed by the Company Directors Disqualification Act 1986 (CDDA).,Legal / Regulatory,General,Company Directors Disqualification Act 1986,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGQEgsaInR-2tCwRyXPRx8NT-4xa_Ju9a6M3e5ADbts44hNoK42-WwcLDTocw_MWnfYSrc3YtwYrFKKgfrx0k3Kn7DIKvUQYEAOJi-Pdw8O-nVHEnYsmnIqzAVczCdA5RYRkFPNBjPZINHup28Y6GxNzOGSh0G1JaePXm8sg7qxiQ4=,gemini · risk,missing,source_note,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n21,"HMRC can issue Personal Liability Notices (PLNs) to directors under the Social Security Administration Act 1992 (specifically section 121C for NICs), making them personally liable for unpaid PAYE and National Insurance contributions if the failure to pay was due to the director's fraud or neglect. HMRC actively uses PLNs.",Director Liability / Personal Risk,HMRC,Personal Liability Notices (PLNs),,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFnht6bpNyxvNbLeWl2MGv7QenF789hOKfFmGVdvJoDzZW2DzB4eTc-n-thlHhw0JgHCfZt1lEGDfx30-aTtjxyboUwIkz3lt9ISDxvpuolvwD7DtNNLA_ojWG0L4tMrpm6kscqrLxWdREpxpTgPZhgRaN0jNiM4Y2KbWSFcItZu01qa6pTGq4H9XTm5BYlUwC7jSULsQIUB0mGQMxyMLw=,gemini · risk,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n22,The Companies Act 2006 is also relevant to directors' duties during a Company Voluntary Arrangement (CVA).,Legal / Regulatory,General,Companies Act 2006,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGyO8tvUhWb_VWNwEUKqtpPCn_SymL8nhpvFspgI9LAEwttGWo_0Xf7HkDdPzimvFU4UuRddBGsLwRKYKmwAK3s740zxK6x7-XvbC_gStlFzW8B_j0t18oDtk8s5wIq6ht7j6bmtrJqBn5OTpEMTCWL9jZs-oox3nVsvLwYW72navXDsl0juKjXoRAvfGzhMxKsBDOqum_f2rNkvR8d4Q==,gemini · usecase-1,present_but_weak,source_note,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
