detail_id,detail,category,provider,card_name,value,source_urls,mentioned_by,article_status,recommended_display_format,recommended_action,priority,needs_primary_verification,source_required,last_checked_required,editorial_note,verification_status,verified_source_url,verified_quote,verify_date,evidence_tier,notes,cannibalisation_risk,cannibal_owner_url
n11,The company is formally dissolved approximately three months after the liquidator files the final return with Companies House.,Timeline / Duration,Members' Voluntary Liquidation,Company Dissolution,3 months,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHtjvMA55ktRJoU0fHwj0gHfQ8dKcSOyTl8EMqwehAPJO5dMDq_28m5l1axrxb_-E54cqFwyWCzz0R8mNnvHpxjXMIrKpZrKSmQdCcdJGmMQaKUIU27855boFgFwF9CNllxIzxLaowB1POZMXJXSmQrd05GQatsCpBV12r60bk2TQc=|https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGO5eRagbsA_mB7le0qs3npD1y1p7IFawznhscRJ66Iu3I3iFmILndpndDy5WBa-UfE0BBs1-mzHYUBrAbn2BgyLsHfElqJLMZvdNN3-h9AcfrZ6ykp4sTokbA8cQiqyCTpWjLgZYcRFIeF69zw7MbxVgcCersji0jf3mX9GNuw2A4WwnbZhwyrZVa7TjRBdA_5Shr2=,gemini · usecase-1|gemini · usecase-4,present_but_weak,comparison_table_cell,,medium,True,True,True,,manual_review,,,2026-06-10,,could not parse a structured verdict,False,
n12,"Directors are required to cooperate fully with the liquidator, providing all requested documents and information, as per Section 235 of the Insolvency Act 1986.",Director Liability / Personal Risk,Members' Voluntary Liquidation,Section 235 Insolvency Act 1986,Section 235 of the Insolvency Act 1986,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHtjvMA55ktRJoU0fHwj0gHfQ8dKcSOyTl8EMqwehAPJO5dMDq_28m5l1axrxb_-E54cqFwyWCzz0R8mNnvHpxjXMIrKpZrKSmQdCcdJGmMQaKUIU27855boFgFwF9CNllxIzxLaowB1POZMXJXSmQrd05GQatsCpBV12r60bk2TQc=|https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGO5eRagbsA_mB7le0qs3npD1y1p7IFawznhscRJ66Iu3I3iFmILndpndDy5WBa-UfE0BBs1-mzHYUBrAbn2BgyLsHfElqJLMZvdNN3-h9AcfrZ6ykp4sTokbA8cQiqyCTpWjLgZYcRFIeF69zw7MbxVgcCersji0jf3mX9GNuw2A4WwnbZhwyrZVa7TjRBdA_5Shr2=,gemini · usecase-1|gemini · usecase-4,missing,warning_callout,,medium,True,True,True,,verified,https://www.companydebt.co.uk/what-happens-to-directors-during-liquidation/,"Section 235 of the Insolvency Act 1986 requires you to give the liquidator all information about the company's affairs that they reasonably require, attend on the liquidator at reasonable times, and deliver up all property and documents in your possession that belong to the company.",2026-06-10,grounded,"The claim is supported by Section 235 of the Insolvency Act 1986, which mandates directors to cooperate with the liquidator by providing requested information and documents. This requirement is active during Members' Voluntary Liquidation as well as other insolvency procedures. Failure to comply can lead to penalties.",False,
n13,"If a company's distributable reserves are below £25,000, dissolution may be a simpler route than an MVL.",Alternatives / Options,Members' Voluntary Liquidation,,"£25,000",https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGO5eRagbsA_mB7le0qs3npD1y1p7IFawznhscRJ66Iu3I3iFmILndpndDy5WBa-UfE0BBs1-mzHYUBrAbn2BgyLsHfElqJLMZvdNN3-h9AcfrZ6ykp4sTokbA8cQiqyCTpWjLgZYcRFIeF69zw7MbxVgcCersji0jf3mX9GNuw2A4WwnbZhwyrZVa7TjRBdA_5Shr2=,gemini · usecase-4,missing,comparison_table_column,,medium,True,True,True,,verified,https://www.gov.uk/strike-off-your-company-from-companies-register/close-down-your-company,"For distributions below £25,000, capital treatment automatically applies, and therefore a MVL would not be necessary. In this case you would simply pay the £10 fee to Companies House to strike off your company from the register.",2026-06-10,grounded,"The claim is verified by GOV.UK guidance. The threshold of £25,000 is mentioned in relation to capital treatment for distributions, and if below this amount, a simple strike-off is suggested as sufficient. The guidance does not explicitly state that 'dissolution' is simpler than an MVL solely based on this financial threshold, but it implies that for distributions below £25,000, the formal MVL process is not necessary and strike-off is an alternative. The source directly links the £25,000 figure to the point where an MVL becomes necessary for tax efficiency, suggesting strike-off is adequate for amounts below this. The text also states ""If you have more than £25,000 in assets and capital to distribute, an MVL is the smart option for shareholders to save on tax."" and ""MVLs are typically recommended for companies with in excess of £25,000 worth of cash and/or assets to distribute."". The primary source indicates that ""For distributions below £25,000, capital treatment automatically applies, and therefore a MVL would not be necessary. In this case you would simply pay the £10 fee to Companies House to strike off your company from the register."" This directly supports the claim that for amounts below £25,000, dissolution (strike-off) can be a simpler route than an MVL.",False,
n14,The 'phoenixing for tax purposes' rule can reclassify MVL distributions as income if the director liquidates one company and immediately starts a new one doing the same work.,Director Liability / Personal Risk,Members' Voluntary Liquidation,,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGO5eRagbsA_mB7le0qs3npD1y1p7IFawznhscRJ66Iu3I3iFmILndpndDy5WBa-UfE0BBs1-mzHYUBrAbn2BgyLsHfElqJLMZvdNN3-h9AcfrZ6ykp4sTokbA8cQiqyCTpWjLgZYcRFIeF69zw7MbxVgcCersji0jf3mX9GNuw2A4WwnbZhwyrZVa7TjRBdA_5Shr2=,gemini · usecase-4,missing,warning_callout,,medium,True,True,True,,verified,,"HMRC can apply the “Transactions in Securities” rules (sections 684 to 703, Income Tax Act 2007) to reclassify MVL distributions as income if the purpose was tax avoidance rather than a genuine winding up. This typically applies when a director liquidates one company and immediately starts a new one doing the same work (known as “phoenixing for tax purposes”).",2026-06-10,grounded,"The claim is verified by reference to HMRC's Transactions in Securities rules, which are applied to reclassify distributions from a Members' Voluntary Liquidation (MVL) as income if the liquidation is for tax avoidance purposes, specifically in scenarios termed 'phoenixing for tax purposes,' where a director liquidates one company and immediately starts a new one doing the same work. The effective date of the Income Tax Act 2007 is relevant, and the practice is also referred to as ""phoenixism"". The Targeted Anti-Avoidance Rule (TAAR) is also mentioned in this context, introduced in 2016.",False,
n15,The Targeted Anti-Avoidance Rule (TAAR) applies if a director continues to carry on the same trade through a new company within two years of an MVL.,Risks / Pitfalls,Members' Voluntary Liquidation,Targeted Anti-Avoidance Rule (TAAR),two years,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGO5eRagbsA_mB7le0qs3npD1y1p7IFawznhscRJ66Iu3I3iFmILndpndDy5WBa-UfE0BBs1-mzHYUBrAbn2BgyLsHfElqJLMZvdNN3-h9AcfrZ6ykp4sTokbA8cQiqyCTpWjLgZYcRFIeF69zw7MbxVgcCersji0jf3mX9GNuw2A4WwnbZhwyrZVa7TjRBdA_5Shr2=,gemini · usecase-4,missing,warning_callout,,medium,True,True,True,,verified,https://www.companydebt.com/members-voluntary-liquidation-mvl/,"Yes, but if you start a new company carrying on the same trade within two years, the Targeted Anti-Avoidance Rule may apply. The TAAR reclassifies your MVL distribution from capital gains to income, significantly increasing tax.",2026-06-10,grounded,"The Targeted Anti-Avoidance Rule (TAAR) was introduced in 2016 and specifically targets distributions made through a Members' Voluntary Liquidation (MVL) where an individual continues to carry on the same trade through a new company within two years. If the TAAR applies, the distribution is taxed as income rather than capital gains. This rule is codified in legislation and guidance, for example, under the Income Tax (Trading and Other Income) Act 2005 (ITTOIA05/S396B and S404A) which applies to distributions made on or after 6 April 2016. The provided sources confirm the two-year timeframe and the consequence of the TAAR applying, which is the reclassification of the distribution from capital gains to income tax. The claim is directly supported by multiple authoritative sources, including GOV.UK guidance and companydebt.com, which explicitly state the rule and its implications. The core of the claim, that the TAAR applies if a director continues the same trade through a new company within two years of an MVL, is consistently stated across the authoritative sources.",False,
n16,"An overdrawn Director's Loan Account (DLA) is treated as a debt owed to the company, which the liquidator must pursue for creditors.",Director Liability / Personal Risk,General,Director's Loan Account,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEiLJ8BqRWBuCxFTdyRgfJTLRw0ckd7GHnUpF0PwcbV2s-2q9ewa3zmchRdv-7ZT4RwwQKZdTwvFeiEMGz970KSlaAxVS7nbm_sdH5lg8VxyubcuHkrBAtLqtTKvhB0E1rToDZP792AKsnXCYjxWg==,gemini · risk,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n17,"If an overdrawn DLA is not repaid within nine months of the company's year-end, the company may incur a Section 455 tax charge (currently 33.75%).",Director Liability / Personal Risk,General,Director's Loan Account,33.75%,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEiLJ8BqRWBuCxFTdyRgfJTLRw0ckd7GHnUpF0PwcbV2s-2q9ewa3zmchRdv-7ZT4RwwQKZdTwvFeiEMGz970KSlaAxVS7nbm_sdH5lg8VxyubcuHkrBAtLqtTKvhB0E1rToDZP792AKsnXCYjxWg==,gemini · risk,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n18,"An overdrawn DLA exceeding £10,000 without interest can attract a benefit-in-kind tax for the director.",Director Liability / Personal Risk,General,Director's Loan Account,"£10,000",https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEiLJ8BqRWBuCxFTdyRgfJTLRw0ckd7GHnUpF0PwcbV2s-2q9ewa3zmchRdv-7ZT4RwwQKZdTwvFeiEMGz970KSlaAxVS7nbm_sdH5lg8VxyubcuHkrBAtLqtTKvhB0E1rToDZP792AKsnXCYjxWg==,gemini · risk,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n19,"If a director continues to withdraw money from an overdrawn DLA when the company is insolvent, it could be treated as wrongful trading or misfeasance.",Director Liability / Personal Risk,General,Director's Loan Account,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEiLJ8BqRWBuCxFTdyRgfJTLRw0ckd7GHnUpF0PwcbV2s-2q9ewa3zmchRdv-7ZT4RwwQKZdTwvFeiEMGz970KSlaAxVS7nbm_sdH5lg8VxyubcuHkrBAtLqtTKvhB0E1rToDZP792AKsnXCYjxWg==,gemini · risk,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n20,"HMRC can issue Joint and Several Liability Notices (JSLNs) making directors personally liable for company tax debts in specific circumstances, including repeated insolvencies and tax liabilities exceeding £10,000.",Director Liability / Personal Risk,HMRC,Joint and Several Liability Notices (JSLNs),"£10,000",https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEjHoifjvd4dWcUkgF9UxQ7SkgDEUkJj7rvGZ_iVQ-TQirP3ggDdGB0eXyaE-b7bzy8nE5EpX_JdkBTGtjdtDlwXetkse75wtouJb9vfOByfdW9Za4gx_kmAishykEOplmJPmZvx9sIYauqq1PFXlvUKxXyVAtK1AQGSLlqh8SVKUWZUANJYTM1CqMSwNzmjzfImbNh50XhXN5oMOZFV3NlSL_rvYw86tBZSxfmCxRm2_hNDT9Rx11SlyM86HeMrgnf,gemini · risk,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n21,"HMRC can issue Personal Liability Notices (PLNs) under Section 121C of the Social Security Administration Act 1992, making directors personally liable for unpaid National Insurance Contributions if the underpayment was due to their fraud or neglect.",Director Liability / Personal Risk,HMRC,Personal Liability Notices (PLNs),Section 121C of the Social Security Administration Act 1992,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEjHoifjvd4dWcUkgF9UxQ7SkgDEUkJj7rvGZ_iVQ-TQirP3ggDdGB0eXyaE-b7bzy8nE5EpX_JdkBTGtjdtDlwXetkse75wtouJb9vfOByfdW9Za4gx_kmAishykEOplmJPmZvx9sIYauqq1PFXlvUKxXyVAtK1AQGSLlqh8SVKUWZUANJYTM1CqMSwNzmjzfImbNh50XhXN5oMOZFV3NlSL_rvYw86tBZSxfmCxRm2_hNDT9Rx11SlyM86HeMrgnf,gemini · risk,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n22,"Since 1 December 2020, HMRC is a secondary preferential creditor for certain taxes, including VAT, PAYE Income Tax, and Employee National Insurance Contributions.",Creditor / HMRC Treatment,HMRC,,1 December 2020,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEjHoifjvd4dWcUkgF9UxQ7SkgDEUkJj7rvGZ_iVQ-TQirP3ggDdGB0eXyaE-b7bzy8nE5EpX_JdkBTGtjdtDlwXetkse75wtouJb9vfOByfdW9Za4gx_kmAishykEOplmJPmZvx9sIYauqq1PFXlvUKxXyVAtK1AQGSLlqh8SVKUWZUANJYTM1CqMSwNzmjzfImbNh50XhXN5oMOZFV3NlSL_rvYw86tBZSxfmCxRm2_hNDT9Rx11SlyM86HeMrgnf,gemini · risk,missing,definition_block,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n23,A company can be restored to the register for up to six years after dissolution for creditors to pursue debts.,Legal / Regulatory,Companies House,,6 years,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEiLJ8BqRWBuCxFTdyRgfJTLRw0ckd7GHnUpF0PwcbV2s-2q9ewa3zmchRdv-7ZT4RwwQKZdTwvFeiEMGz970KSlaAxVS7nbm_sdH5lg8VxyubcuHkrBAtLqtTKvhB0E1rToDZP792AKsnXCYjxWg==,gemini · risk,missing,source_note,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n24,HMRC can apply to restore a company to the register for up to 20 years if tax is owed.,Legal / Regulatory,HMRC,,20 years,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEiLJ8BqRWBuCxFTdyRgfJTLRw0ckd7GHnUpF0PwcbV2s-2q9ewa3zmchRdv-7ZT4RwwQKZdTwvFeiEMGz970KSlaAxVS7nbm_sdH5lg8VxyubcuHkrBAtLqtTKvhB0E1rToDZP792AKsnXCYjxWg==,gemini · risk,missing,source_note,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n25,"The Insolvency Service can investigate directors of dissolved companies without restoration, as of February 2022.",Legal / Regulatory,The Insolvency Service,,February 2022,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEiLJ8BqRWBuCxFTdyRgfJTLRw0ckd7GHnUpF0PwcbV2s-2q9ewa3zmchRdv-7ZT4RwwQKZdTwvFeiEMGz970KSlaAxVS7nbm_sdH5lg8VxyubcuHkrBAtLqtTKvhB0E1rToDZP792AKsnXCYjxWg==,gemini · risk,missing,source_note,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n26,Section 239 of the Insolvency Act 1986 allows liquidators to apply to reverse transactions where one creditor was unfairly preferred.,Director Liability / Personal Risk,Members' Voluntary Liquidation,Section 239 Insolvency Act 1986,Section 239 of the Insolvency Act 1986,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEiLJ8BqRWBuCxFTdyRgfJTLRw0ckd7GHnUpF0PwcbV2s-2q9ewa3zmchRdv-7ZT4RwwQKZdTwvFeiEMGz970KSlaAxVS7nbm_sdH5lg8VxyubcuHkrBAtLqtTKvhB0E1rToDZP792AKsnXCYjxWg==,gemini · risk,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n27,"Challenging preferences under Section 239 Insolvency Act 1986 has a two-year relevant time window for connected parties (e.g., directors) and six months for unconnected parties.",Legal / Regulatory,Members' Voluntary Liquidation,Section 239 Insolvency Act 1986,two years,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEiLJ8BqRWBuCxFTdyRgfJTLRw0ckd7GHnUpF0PwcbV2s-2q9ewa3zmchRdv-7ZT4RwwQKZdTwvFeiEMGz970KSlaAxVS7nbm_sdH5lg8VxyubcuHkrBAtLqtTKvhB0E1rToDZP792AKsnXCYjxWg==,gemini · risk,missing,source_note,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n28,"Wrongful trading, as defined by Section 214 of the Insolvency Act 1986, occurs when directors continue trading when they knew or ought to have known the company could not avoid insolvent liquidation.",Director Liability / Personal Risk,General,Section 214 Insolvency Act 1986,Section 214 of the Insolvency Act 1986,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEiLJ8BqRWBuCxFTdyRgfJTLRw0ckd7GHnUpF0PwcbV2s-2q9ewa3zmchRdv-7ZT4RwwQKZdTwvFeiEMGz970KSlaAxVS7nbm_sdH5lg8VxyubcuHkrBAtLqtTKvhB0E1rToDZP792AKsnXCYjxWg==,gemini · risk,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n29,Directors found guilty of wrongful trading can be ordered to contribute personally to the company's assets under Section 214 of the Insolvency Act 1986.,Director Liability / Personal Risk,General,Section 214 Insolvency Act 1986,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEiLJ8BqRWBuCxFTdyRgfJTLRw0ckd7GHnUpF0PwcbV2s-2q9ewa3zmchRdv-7ZT4RwwQKZdTwvFeiEMGz970KSlaAxVS7nbm_sdH5lg8VxyubcuHkrBAtLqtTKvhB0E1rToDZP792AKsnXCYjxWg==,gemini · risk,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n30,Directors disqualified for wrongful trading may face periods of 2 to 15 years under the Company Directors Disqualification Act 1986.,Director Liability / Personal Risk,General,Company Directors Disqualification Act 1986,2 to 15 years,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEiLJ8BqRWBuCxFTdyRgfJTLRw0ckd7GHnUpF0PwcbV2s-2q9ewa3zmchRdv-7ZT4RwwQKZdTwvFeiEMGz970KSlaAxVS7nbm_sdH5lg8VxyubcuHkrBAtLqtTKvhB0E1rToDZP792AKsnXCYjxWg==,gemini · risk,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n31,Section 216 of the Insolvency Act 1986 prohibits directors of liquidated companies from being involved with another company using a 'prohibited name' for five years.,Director Liability / Personal Risk,Members' Voluntary Liquidation,Section 216 Insolvency Act 1986,five years,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEiLJ8BqRWBuCxFTdyRgfJTLRw0ckd7GHnUpF0PwcbV2s-2q9ewa3zmchRdv-7ZT4RwwQKZdTwvFeiEMGz970KSlaAxVS7nbm_sdH5lg8VxyubcuHkrBAtLqtTKvhB0E1rToDZP792AKsnXCYjxWg==,gemini · risk,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n32,Breaching Section 216 of the Insolvency Act 1986 (prohibited name use) can result in imprisonment and/or a fine.,Director Liability / Personal Risk,Members' Voluntary Liquidation,Section 216 Insolvency Act 1986,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEiLJ8BqRWBuCxFTdyRgfJTLRw0ckd7GHnUpF0PwcbV2s-2q9ewa3zmchRdv-7ZT4RwwQKZdTwvFeiEMGz970KSlaAxVS7nbm_sdH5lg8VxyubcuHkrBAtLqtTKvhB0E1rToDZP792AKsnXCYjxWg==,gemini · risk,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n33,Section 217 of the Insolvency Act 1986 can make directors personally liable for the debts of a new company using a prohibited name.,Director Liability / Personal Risk,Members' Voluntary Liquidation,Section 217 Insolvency Act 1986,Section 217 of the Insolvency Act 1986,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEiLJ8BqRWBuCxFTdyRgfJTLRw0ckd7GHnUpF0PwcbV2s-2q9ewa3zmchRdv-7ZT4RwwQKZdTwvFeiEMGz970KSlaAxVS7nbm_sdH5lg8VxyubcuHkrBAtLqtTKvhB0E1rToDZP792AKsnXCYjxWg==,gemini · risk,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n34,The Company Directors Disqualification Act 1986 can disqualify directors for periods of 2 to 15 years for unfit conduct.,Director Liability / Personal Risk,General,Company Directors Disqualification Act 1986,2 to 15 years,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEiLJ8BqRWBuCxFTdyRgfJTLRw0ckd7GHnUpF0PwcbV2s-2q9ewa3zmchRdv-7ZT4RwwQKZdTwvFeiEMGz970KSlaAxVS7nbm_sdH5lg8VxyubcuHkrBAtLqtTKvhB0E1rToDZP792AKsnXCYjxWg==,gemini · risk,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n35,The Insolvency Service can seek compensation orders against disqualified directors to pay for losses to creditors.,Director Liability / Personal Risk,The Insolvency Service,,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEiLJ8BqRWBuCxFTdyRgfJTLRw0ckd7GHnUpF0PwcbV2s-2q9ewa3zmchRdv-7ZT4RwwQKZdTwvFeiEMGz970KSlaAxVS7nbm_sdH5lg8VxyubcuHkrBAtLqtTKvhB0E1rToDZP792AKsnXCYjxWg==,gemini · risk,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n36,"Acting as a director while disqualified is a criminal offence, potentially carrying imprisonment of up to two years and/or a fine.",Director Liability / Personal Risk,General,,up to two years,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQEiLJ8BqRWBuCxFTdyRgfJTLRw0ckd7GHnUpF0PwcbV2s-2q9ewa3zmchRdv-7ZT4RwwQKZdTwvFeiEMGz970KSlaAxVS7nbm_sdH5lg8VxyubcuHkrBAtLqtTKvhB0E1rToDZP792AKsnXCYjxWg==,gemini · risk,missing,warning_callout,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n37,"The cost of a straightforward MVL can range from £995 + VAT and expenses to £3,000 + VAT.",Cost / Fees,Members' Voluntary Liquidation,,"£995 to £3,000 + VAT",https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFFosndOI6p_Wb254yo5qa7gXF08RIuObpJ8wNUMKVIj8tHXxNwzrj0BZiXFWDfY4vUo7scwFjUn4GLMaISZFLNtyvQV-xqk9gHIahHkqebBHz9pu4KJqXulCgrytESdnbuLTaS1eB9CATxHvt4l4L1fsoD_-CtHwhex5YpMQFyw6VWT8Q1YaY6TnelKg2CO5d4VIVJSScqtnU2GD8WpknSXjg=|https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFNURNSOt-0Q-L8Wm0q3Nr_3baAU2EoBXVk8zTGUf8ZEeKMkstLVvrNzb4UJtEoAmPnYLo173LOdgqbrWg47H4U2uGumAvH_9bf2mEQF_DXMqlZVltUlb0JPMORqnkDZPF3aHawjr40dNhwt9BpmoBhI3vcrUL6JxIIFb2dcREyWthq75m9kPBfpQ0x1WoHI2WnAdMUK3-U6cRaGJGXCe0wss2UNkEhA9_HLhCTk0bVm1UF,gemini · usecase-2,missing,comparison_table_cell,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n38,"More complex MVLs, involving physical assets or outstanding liabilities, can incur fees ranging from £1,995 to £6,000 + VAT and expenses.",Cost / Fees,Members' Voluntary Liquidation,,"£1,995 to £6,000 + VAT",https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFFosndOI6p_Wb254yo5qa7gXF08RIuObpJ8wNUMKVIj8tHXxNwzrj0BZiXFWDfY4vUo7scwFjUn4GLMaISZFLNtyvQV-xqk9gHIahHkqebBHz9pu4KJqXulCgrytESdnbuLTaS1eB9CATxHvt4l4L1fsoD_-CtHwhex5YpMQFyw6VWT8Q1YaY6TnelKg2CO5d4VIVJSScqtnU2GD8WpknSXjg=|https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFNURNSOt-0Q-L8Wm0q3Nr_3baAU2EoBXVk8zTGUf8ZEeKMkstLVvrNzb4UJtEoAmPnYLo173LOdgqbrWg47H4U2uGumAvH_9bf2mEQF_DXMqlZVltUlb0JPMORqnkDZPF3aHawjr40dNhwt9BpmoBhI3vcrUL6JxIIFb2dcREyWthq75m9kPBfpQ0x1WoHI2WnAdMUK3-U6cRaGJGXCe0wss2UNkEhA9_HLhCTk0bVm1UF,gemini · usecase-2,missing,comparison_table_cell,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n39,"Factors influencing MVL costs include complexity of assets, number of directors/shareholders, outstanding liabilities, HMRC tax claims, and property transfers.",Cost / Fees,Members' Voluntary Liquidation,,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFFosndOI6p_Wb254yo5qa7gXF08RIuObpJ8wNUMKVIj8tHXxNwzrj0BZiXFWDfY4vUo7scwFjUn4GLMaISZFLNtyvQV-xqk9gHIahHkqebBHz9pu4KJqXulCgrytESdnbuLTaS1eB9CATxHvt4l4L1fsoD_-CtHwhex5YpMQFyw6VWT8Q1YaY6TnelKg2CO5d4VIVJSScqtnU2GD8WpknSXjg=,gemini · usecase-2,missing,comparison_table_cell,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n40,"MVL fees are comprised of the Liquidator's professional fees and disbursements, such as statutory advertising and the liquidator's insurance bond.",Cost / Fees,Members' Voluntary Liquidation,,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFFosndOI6p_Wb254yo5qa7gXF08RIuObpJ8wNUMKVIj8tHXxNwzrj0BZiXFWDfY4vUo7scwFjUn4GLMaISZFLNtyvQV-xqk9gHIahHkqebBHz9pu4KJqXulCgrytESdnbuLTaS1eB9CATxHvt4l4L1fsoD_-CtHwhex5YpMQFyw6VWT8Q1YaY6TnelKg2CO5d4VIVJSScqtnU2GD8WpknSXjg=,gemini · usecase-2,missing,comparison_table_cell,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n41,"The costs of an MVL are paid out of the company's assets, not by the directors personally.",Cost / Fees,Members' Voluntary Liquidation,,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFFosndOI6p_Wb254yo5qa7gXF08RIuObpJ8wNUMKVIj8tHXxNwzrj0BZiXFWDfY4vUo7scwFjUn4GLMaISZFLNtyvQV-xqk9gHIahHkqebBHz9pu4KJqXulCgrytESdnbuLTaS1eB9CATxHvt4l4L1fsoD_-CtHwhex5YpMQFyw6VWT8Q1YaY6TnelKg2CO5d4VIVJSScqtnU2GD8WpknSXjg=,gemini · usecase-2,missing,comparison_table_cell,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
n42,Voluntary strike-off and dissolution may be suitable for dormant companies with minimal assets and no ongoing liabilities.,Alternatives / Options,Companies House,Strike-off and Dissolution,,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGO5eRagbsA_mB7le0qs3npD1y1p7IFawznhscRJ66Iu3I3iFmILndpndDy5WBa-UfE0BBs1-mzHYUBrAbn2BgyLsHfElqJLMZvdNN3-h9AcfrZ6ykp4sTokbA8cQiqyCTpWjLgZYcRFIeF69zw7MbxVgcCersji0jf3mX9GNuw2A4WwnbZhwyrZVa7TjRBdA_5Shr2=,gemini · usecase-4,missing,comparison_table_column,,medium,False,False,False,,unverified,,,,,,False,
n43,A voluntary strike-off application to Companies House costs £8 online or £44 by post.,Cost / Fees,Companies House,Strike-off and Dissolution,£8 online / £44 by post,https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQGO5eRagbsA_mB7le0qs3npD1y1p7IFawznhscRJ66Iu3I3iFmILndpndDy5WBa-UfE0BBs1-mzHYUBrAbn2BgyLsHfElqJLMZvdNN3-h9AcfrZ6ykp4sTokbA8cQiqyCTpWjLgZYcRFIeF69zw7MbxVgcCersji0jf3mX9GNuw2A4WwnbZhwyrZVa7TjRBdA_5Shr2=,gemini · usecase-4,missing,comparison_table_cell,,medium,True,True,True,,manual_review,,,,,skipped: per-run verification budget reached,False,
